name,fragment,score,label
dud1.mp3,0,-2.4455325603485107,0
dud1.mp3,1,-1.7962034940719604,0
dud1.mp3,2,-4.436105251312256,0
dud1.mp3,3,-2.553104877471924,0
dud1.mp3,4,-2.510488271713257,0
dud1.mp3,5,-2.6784327030181885,0
dud1.mp3,6,-2.475276470184326,0
dud1.mp3,7,-3.283281087875366,0
duda2.mp3,0,-2.439007520675659,0
duda2.mp3,1,-1.4874171018600464,0
duda2.mp3,2,-4.374678611755371,0
duda2.mp3,3,-2.677922487258911,0
duda2.mp3,4,-2.5384984016418457,0
duda2.mp3,5,-3.2422921657562256,0
duda2.mp3,6,-2.4811410903930664,0
duda2.mp3,7,-2.7718513011932373,0
duda3.mp3,0,-2.164673328399658,0
duda3.mp3,1,-2.100614309310913,0
duda3.mp3,2,-0.7785098552703857,0
duda3_1.mp3,0,-1.900950312614441,0
duda3_1.mp3,1,-0.3212296664714813,0
duda3_1.mp3,2,-0.7942794561386108,0
duda3_1.mp3,3,-0.9717009663581848,0
duda3_1.mp3,4,-0.0783085897564888,0
duda3_1.mp3,5,-1.6002856492996216,0
duda4.mp3,0,-0.9177687764167786,0
duda4.mp3,1,-1.4089919328689575,0
duda4.mp3,2,-1.9941121339797974,0
duda4.mp3,3,-2.5144994258880615,0
duda4.mp3,4,-1.5304616689682007,0
duda4.mp3,5,-2.4419407844543457,0
duda4.mp3,6,-1.4099005460739136,0
duda4.mp3,7,-2.290036916732788,0
duda4.mp3,8,-1.8046159744262695,0
duda4.mp3,9,-0.6016587615013123,0
duda5.mp3,0,-2.148937225341797,0
duda5.mp3,1,-3.032503843307495,0
duda5.mp3,2,-2.5390284061431885,0
duda5.mp3,3,-3.335014581680298,0
duda5.mp3,4,-1.5429738759994507,0
duda5.mp3,5,-3.253406286239624,0
duda5.mp3,6,-3.3184592723846436,0
hol1.mp3,0,-2.554814100265503,0
hol1.mp3,1,-2.4710941314697266,0
hol1.mp3,2,-4.096311092376709,0
hol1.mp3,3,-2.622488498687744,0
hol1.mp3,4,-1.8858033418655396,0
hol1.mp3,5,-2.8625452518463135,0
hol1.mp3,6,-3.548386335372925,0
hol1.mp3,7,-1.6478793621063232,0
hol1.mp3,8,-2.600447177886963,0
hol1.mp3,9,-2.2643802165985107,0
kacz2.mp3,0,-3.213315486907959,0
kacz2.mp3,1,-3.3179376125335693,0
kacz2.mp3,2,-2.0109903812408447,0
kacz2.mp3,3,-2.842346429824829,0
kacz2.mp3,4,-3.842059373855591,0
kacz2.mp3,5,-2.6046180725097656,0
kacz2.mp3,6,-3.860734224319458,0
korw1.mp3,0,-3.507629156112671,0
korw1.mp3,1,-4.199974060058594,0
korw1.mp3,2,-3.955259084701538,0
korw1.mp3,3,-4.370575428009033,0
korw1.mp3,4,-3.973007917404175,0
korw1.mp3,5,-3.4967615604400635,0
korw1.mp3,6,-4.387355804443359,0
korw1.mp3,7,-3.769517421722412,0
korw1.mp3,8,-2.8151824474334717,0
miesz1.mp3,0,-1.1981258392333984,0
miesz1.mp3,1,-1.5663079023361206,0
miesz1.mp3,2,-2.6035702228546143,0
miesz1.mp3,3,-1.775105595588684,0
miesz1.mp3,4,-2.947582483291626,0
miesz1.mp3,5,-2.5640065670013428,0
miesz1.mp3,6,-1.4870561361312866,0
miesz1.mp3,7,-1.0661684274673462,0
miesz1.mp3,8,-0.5129926204681396,0
miesz1.mp3,9,-0.7760034203529358,0
miesz10.mp3,0,-1.3749284744262695,0
miesz10.mp3,1,-1.6205121278762817,0
miesz10.mp3,2,-2.8119471073150635,0
miesz10.mp3,3,-1.940771222114563,0
miesz10.mp3,4,-2.929486036300659,0
miesz10.mp3,5,-1.6543800830841064,0
miesz10.mp3,6,-2.1803343296051025,0
miesz10.mp3,7,-1.8274195194244385,0
miesz10.mp3,8,-0.6880852580070496,0
miesz10.mp3,9,-0.2752159535884857,0
miesz11.mp3,0,-0.6259173154830933,0
miesz11.mp3,1,-2.273258924484253,0
miesz11.mp3,2,-2.3800642490386963,0
miesz11.mp3,3,-2.663243055343628,0
miesz11.mp3,4,-1.0612019300460815,0
miesz11.mp3,5,-3.0741209983825684,0
miesz11.mp3,6,-1.4120692014694214,0
miesz11.mp3,7,-2.248636245727539,0
miesz11.mp3,8,-1.803459644317627,0
miesz11.mp3,9,-1.9856253862380981,0
miesz12.mp3,0,-0.7254191040992737,0
miesz12.mp3,1,-0.6860466599464417,0
miesz12.mp3,2,-0.757922351360321,0
miesz12.mp3,3,-1.577600359916687,0
miesz12.mp3,4,-2.4725522994995117,0
miesz12.mp3,5,-0.5815075635910034,0
miesz12.mp3,6,-1.408376932144165,0
miesz12.mp3,7,-1.243097186088562,0
miesz12.mp3,8,-0.39194080233573914,0
miesz12.mp3,9,-1.4425040483474731,0
miesz13.mp3,0,-0.6837233304977417,0
miesz13.mp3,1,-0.35908910632133484,0
miesz13.mp3,2,-1.0499008893966675,0
miesz13.mp3,3,-1.895567536354065,0
miesz13.mp3,4,-2.3244476318359375,0
miesz13.mp3,5,-1.9809542894363403,0
miesz13.mp3,6,-1.0294007062911987,0
miesz13.mp3,7,-0.6790300607681274,0
miesz13.mp3,8,-1.2428703308105469,0
miesz13.mp3,9,-0.8272138833999634,0
miesz14.mp3,0,-1.892494797706604,0
miesz14.mp3,1,-1.6175833940505981,0
miesz14.mp3,2,-1.0070980787277222,0
miesz14.mp3,3,-1.9731073379516602,0
miesz14.mp3,4,0.17940884828567505,1
miesz14.mp3,5,-0.2465578317642212,0
miesz14.mp3,6,-2.4625067710876465,0
miesz14.mp3,7,-1.6924527883529663,0
miesz14.mp3,8,-2.2110867500305176,0
miesz14.mp3,9,-1.4876285791397095,0
miesz15.mp3,0,-1.392830491065979,0
miesz15.mp3,1,-2.290674924850464,0
miesz15.mp3,2,-1.5622409582138062,0
miesz15.mp3,3,-1.9189293384552002,0
miesz15.mp3,4,-0.38886770606040955,0
miesz15.mp3,5,-1.7263611555099487,0
miesz15.mp3,6,-0.41013303399086,0
miesz15.mp3,7,-1.9883567094802856,0
miesz15.mp3,8,-0.9027958512306213,0
miesz15.mp3,9,-0.45175397396087646,0
miesz2.mp3,0,-2.3059637546539307,0
miesz2.mp3,1,-1.1156657934188843,0
miesz2.mp3,2,-1.2642033100128174,0
miesz2.mp3,3,-1.66245698928833,0
miesz2.mp3,4,-0.3255273401737213,0
miesz2.mp3,5,-0.5065339207649231,0
miesz2.mp3,6,-1.0657700300216675,0
miesz3.mp3,0,-3.485725164413452,0
miesz3.mp3,1,-4.204043865203857,0
miesz3.mp3,2,-2.6382510662078857,0
miesz3.mp3,3,-4.076578140258789,0
miesz5.mp3,0,-2.8528339862823486,0
miesz5.mp3,1,-3.3242576122283936,0
miesz5.mp3,2,-2.5373153686523438,0
miesz6.mp3,0,-3.098649024963379,0
miesz6.mp3,1,-1.0999637842178345,0
miesz6.mp3,2,-2.802872896194458,0
miesz7.mp3,0,-3.114903688430786,0
miesz7.mp3,1,-1.527824878692627,0
miesz7.mp3,2,-3.4546494483947754,0
miesz8.mp3,0,-1.1326936483383179,0
miesz8.mp3,1,-2.252201795578003,0
miesz8.mp3,2,0.3568344712257385,1
miesz9.mp3,0,-2.037788152694702,0
miesz9.mp3,1,-0.31031885743141174,0
miesz9.mp3,2,-0.36627820134162903,0
miesz9.mp3,3,-1.918871521949768,0
miesz9.mp3,4,-1.5401084423065186,0
miesz9.mp3,5,-0.9446022510528564,0
miesz9.mp3,6,-1.53850519657135,0
miesz9.mp3,7,-2.3315224647521973,0
