name,fragment,score,label
vid27.mp3,8,4.3893818855285645,1
vid27.mp3,9,4.370258808135986,1
vid28.mp3,0,-3.579164743423462,0
vid28.mp3,1,-3.592632532119751,0
vid28.mp3,2,-3.596632242202759,0
vid28.mp3,3,-3.62233304977417,0
vid28.mp3,4,-3.6031081676483154,0
vid28.mp3,5,-3.6413228511810303,0
vid28.mp3,6,-3.5625360012054443,0
vid29.mp3,0,-3.4471747875213623,0
vid29.mp3,1,-3.48695969581604,0
vid29.mp3,2,-3.50193452835083,0
vid29.mp3,3,-3.5115010738372803,0
vid29.mp3,4,-3.444471597671509,0
vid29.mp3,5,-3.399782180786133,0
vid29.mp3,6,-3.506218194961548,0
vid29.mp3,7,-3.5073399543762207,0
vid29.mp3,8,-3.539964199066162,0
vid29.mp3,9,-3.511143922805786,0
vid3.mp3,0,2.5879969596862793,1
vid3.mp3,1,-3.1967687606811523,1
vid30.mp3,0,-3.3583741188049316,0
vid30.mp3,1,-3.2242701053619385,1
vid30.mp3,2,-3.4378693103790283,0
vid30.mp3,3,-3.4045631885528564,0
vid30.mp3,4,-2.8895156383514404,1
vid30.mp3,5,-3.4480397701263428,0
vid30.mp3,6,-3.526603937149048,0
vid30.mp3,7,-3.6908626556396484,0
vid31.mp3,0,1.8487884998321533,1
vid31.mp3,1,-1.6371620893478394,1
vid31.mp3,2,-3.286153554916382,0
vid31.mp3,3,-3.3861358165740967,0
vid31.mp3,4,-1.7543751001358032,1
vid31.mp3,5,-3.2285096645355225,1
vid31.mp3,6,-3.5073206424713135,0
vid31.mp3,7,-3.4345905780792236,0
vid31.mp3,8,-3.47371506690979,0
vid32.mp3,0,-3.4753453731536865,0
vid32.mp3,1,-3.584930181503296,0
vid32.mp3,2,-3.578808546066284,0
vid32.mp3,3,-3.4589555263519287,0
vid32.mp3,4,-3.5807132720947266,0
vid32.mp3,5,-3.57291579246521,0
vid32.mp3,6,-3.563021659851074,0
vid32.mp3,7,-3.604970932006836,0
vid32.mp3,8,-3.568077802658081,0
vid32.mp3,9,-3.6148931980133057,0
vid33.mp3,0,-3.6411921977996826,0
vid33.mp3,1,-3.6044511795043945,0
vid33.mp3,2,-3.6625990867614746,0
vid33.mp3,3,-3.647339344024658,0
vid33.mp3,4,-3.656113862991333,0
vid33.mp3,5,-3.627518892288208,0
vid33.mp3,6,-3.693676233291626,0
vid33.mp3,7,-3.5703306198120117,0
